SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,4727 Laurel Ln,Mesquite,TX,75150,274877,3,3,Casa View Heights 15,1381,7492,1958,28,199,,Active,,,http://www.redfin.com/TX/Mesquite/4727-Laurel-Ln-75150/home/31811209,NTREIS,14647363,N,Y,32.8292171,-96.6574017
MLS Listing,,Single Family Residential,9423 Vista Cir,Irving,TX,75063,519900,4,2.5,Valley Ranch Ph 04 6th Inst,2328,9670,1997,28,223,56,Active,,,http://www.redfin.com/TX/Irving/9423-Vista-Cir-75063/home/31766243,NTREIS,14647723,N,Y,32.9353417,-96.9673658
MLS Listing,,Multi-Family (2-4 Unit),7102 Pineberry Rd,Dallas,TX,75249,165100,3,1,Woods,1112,4487,1981,28,148,,Active,,,http://www.redfin.com/TX/Dallas/7102-Pineberry-Rd-75249/home/31116214,NTREIS,14647917,N,Y,32.6363206,-96.9453366
MLS Listing,,Single Family Residential,411 W Clarendon Dr,Dallas,TX,75208,350000,3,2,Clarendon Hills,2040,7275,1941,28,172,,Active,,,http://www.redfin.com/TX/Dallas/411-W-Clarendon-Dr-75208/home/30848066,NTREIS,14644546,N,Y,32.7347647,-96.8288904
MLS Listing,,Single Family Residential,2749 Buna Dr,Dallas,TX,75211,296000,2,1.5,El Tivoli Place,1147,8059,1986,28,258,,Active,,,http://www.redfin.com/TX/Dallas/2749-Buna-Dr-75211/home/31134753,NTREIS,14647877,N,Y,32.7544081,-96.8654025
MLS Listing,,Condo/Co-op,4777 Cedar Springs Rd Unit 2C,Dallas,TX,75219,199000,2,1.5,Parkside Cedar Spgs Condo,874,185217,1983,28,228,351,Active,,,http://www.redfin.com/TX/Dallas/4777-Cedar-Springs-Rd-75219/unit-2C/home/32376367,NTREIS,14647020,N,Y,32.8187414,-96.8210528
MLS Listing,,Single Family Residential,1540 Pleasant Dr,Dallas,TX,75217,179900,3,2,O Hill Park,1972,16814,1958,28,91,,Active,,,http://www.redfin.com/TX/Dallas/1540-Pleasant-Dr-75217/home/30922708,NTREIS,14644867,N,Y,32.7388013,-96.6781174
MLS Listing,,Single Family Residential,7028 Elmridge Dr,Dallas,TX,75240,2195000,7,6.5,Northwood Hills 01,6821,22303,2008,28,322,,Active,,,http://www.redfin.com/TX/Dallas/7028-Elmridge-Dr-75240/home/31015533,NTREIS,14629831,N,Y,32.9355267,-96.7836576
MLS Listing,,Single Family Residential,2340 Starks Ave,Dallas,TX,75215,280000,3,2.5,ELITE,1612,2309,2021,28,174,,Active,,,http://www.redfin.com/TX/Dallas/2340-Starks-Ave-75215/home/30816835,NTREIS,14647827,N,Y,32.7476544,-96.7553522
MLS Listing,,Single Family Residential,2338 Starks Ave,Dallas,TX,75215,275000,3,2.5,ELITE,1612,2309,2021,28,171,,Active,,,http://www.redfin.com/TX/Dallas/2338-Starks-Ave-75215/home/176089148,NTREIS,14647515,N,Y,32.7476481,-96.7553983
MLS Listing,,Single Family Residential,3757 Royal Cove Dr,Dallas,TX,75229,899999,5,4.5,Royal Marsh Estates,3331,12763,1972,28,270,,Active,,,http://www.redfin.com/TX/Dallas/3757-Royal-Cove-Dr-75229/home/30928677,NTREIS,14647252,N,Y,32.8943623,-96.8538174
MLS Listing,,Single Family Residential,5231 Ponderosa Way,Dallas,TX,75227,415000,3,2.5,Buckner Terrace,2690,13634,1965,28,154,,Active,,,http://www.redfin.com/TX/Dallas/5231-Ponderosa-Way-75227/home/30906605,NTREIS,14647748,N,Y,32.7888926,-96.7043139
MLS Listing,,Condo/Co-op,11102 Valleydale Dr Unit A,Dallas,TX,75230,145000,1,1,Park Central Condominiums,786,,1961,28,184,350,Active,,,http://www.redfin.com/TX/Dallas/11102-Valleydale-Dr-75230/unit-A/home/30989187,NTREIS,14646398,N,Y,32.9000891,-96.7705463
MLS Listing,,Single Family Residential,1230 Crestcove Dr,Rockwall,TX,75087,389000,3,2,Hillcrest Shores Ph Three,2373,10890,2005,28,164,35,Active,,,http://www.redfin.com/TX/Rockwall/1230-Crestcove-Dr-75087/home/33879045,NTREIS,14647559,N,Y,32.9436747,-96.4852539
MLS Listing,,Multi-Family (2-4 Unit),17639 Sunmeadow Dr,Dallas,TX,75252,324900,2,2,Prestonwood West #2-3,1823,6534,1983,28,178,104,Active,,,http://www.redfin.com/TX/Dallas/17639-Sunmeadow-Dr-75252/home/32164637,NTREIS,14642349,N,Y,32.9929609,-96.8024258
MLS Listing,,Single Family Residential,7114 Hardwood Trl,Dallas,TX,75249,260000,3,2,THE WOODS 1ST SEC REV,1516,6882,1975,28,172,,Active,,,http://www.redfin.com/TX/Dallas/7114-Hardwood-Trl-75249/home/31114981,NTREIS,14643438,N,Y,32.6388368,-96.9450897
MLS Listing,,Multi-Family (2-4 Unit),12611 Hornbeam Dr,Dallas,TX,75243,329000,3,3.5,Richland Meadows,2367,6490,1977,28,139,,Active,,,http://www.redfin.com/TX/Dallas/12611-Hornbeam-Dr-75243/home/31101900,NTREIS,14636071,N,Y,32.9191769,-96.7082213
MLS Listing,,Single Family Residential,2218 N Farola Dr,Dallas,TX,75228,167900,3,2,Casa View Heights,1108,6970,1950,28,152,,Active,,,http://www.redfin.com/TX/Dallas/2218-Farola-Dr-75228/home/30864990,NTREIS,14647126,N,Y,32.8484416,-96.6744833
MLS Listing,,Single Family Residential,3830 Weeburn Dr,Dallas,TX,75229,940000,4,3.5,Midway Hills 06 02 Instl,2799,15856,1963,28,336,,Active,,,http://www.redfin.com/TX/Dallas/3830-Weeburn-Dr-75229/home/30928194,NTREIS,14640628,N,Y,32.9068453,-96.8499668
MLS Listing,,Single Family Residential,6706 Orchid Ln,Dallas,TX,75230,2995000,5,6.5,Nor Dal Add 02,7136,16204,2000,28,420,,Active,,,http://www.redfin.com/TX/Dallas/6706-Orchid-Ln-75230/home/30876292,NTREIS,14623537,N,Y,32.8923308,-96.7897653
MLS Listing,,Condo/Co-op,1010 Allen St #211,Dallas,TX,75204,240000,2,1,Bryan Place Ph 05 Sec 01 & 02,924,41077,1983,28,260,324,Active,,,http://www.redfin.com/TX/Dallas/1010-Allen-St-75204/unit-211/home/31163793,NTREIS,14646185,N,Y,32.7925096,-96.7914788
MLS Listing,,Single Family Residential,5219 Parkland Ave,Dallas,TX,75235,400000,3,2,Oak Lawn Heights,1448,7013,1945,28,276,,Active,,,http://www.redfin.com/TX/Dallas/5219-Parkland-Ave-75235/home/30813573,NTREIS,14647096,N,Y,32.818601,-96.8300574
MLS Listing,,Single Family Residential,6802 Bert Ln,Dallas,TX,75240,1400000,5,5.5,Hillcrest Wood,5579,8843,1978,28,251,,Active,,,http://www.redfin.com/TX/Dallas/6802-Bert-Ln-75240/home/31073808,NTREIS,14645167,N,Y,32.9384678,-96.7875907
MLS Listing,,Single Family Residential,8936 Clearwater Dr,Dallas,TX,75243,360000,4,2,Northwood Estates,1636,7667,1958,28,220,,Active,,,http://www.redfin.com/TX/Dallas/8936-Clearwater-Dr-75243/home/31028688,NTREIS,14646792,N,Y,32.8984165,-96.7539367
MLS Listing,,Single Family Residential,1608 Omar Dr,Mesquite,TX,75150,289000,3,2,Meadow Glen,1525,7797,1979,28,190,,Active,,,http://www.redfin.com/TX/Mesquite/1608-Omar-Dr-75150/home/31861187,NTREIS,14645268,N,Y,32.8471655,-96.6275095
MLS Listing,,Single Family Residential,2619 Kingston St,Dallas,TX,75211,430000,4,3,Sunset,2789,21780,1942,29,154,,Active,,,http://www.redfin.com/TX/Dallas/2619-Kingston-St-75211/home/30836358,NTREIS,14646909,N,Y,32.7341696,-96.8622606
MLS Listing,,Vacant Land,451 N Jim Miller Rd,Dallas,TX,75217,80000,0,,,,18513,,29,,,Active,,,http://www.redfin.com/TX/Dallas/451-N-Jim-Miller-Rd-75217/home/176070911,NTREIS,14646834,N,Y,32.7195729,-96.7006229
MLS Listing,,Multi-Family (2-4 Unit),4303 Roseland Ave,Dallas,TX,75204,745000,3,4,Ross Ave,2438,3398,2020,29,306,,Active,,,http://www.redfin.com/TX/Dallas/4303-Roseland-Ave-75204/home/173599716,NTREIS,14646775,N,Y,32.8024117,-96.7831148
MLS Listing,,Single Family Residential,3334 Dartmoor Dr,Dallas,TX,75229,450000,5,3,Park Forest 04,2298,11892,1959,29,196,,Active,,,http://www.redfin.com/TX/Dallas/3334-Dartmoor-Dr-75229/home/30931970,NTREIS,14646779,N,Y,32.9051209,-96.8650255
MLS Listing,,Single Family Residential,2537 W 10th St,Dallas,TX,75211,450000,3,2,Kessler Plaza,1600,8625,1940,29,281,,Active,,,http://www.redfin.com/TX/Dallas/2537-W-10th-St-75211/home/30847111,NTREIS,14643064,N,Y,32.7452467,-96.8603756
MLS Listing,,Single Family Residential,3408 Alabama Ave,Dallas,TX,75216,214900,3,2,Marsalis Club Add,1150,9322,1948,29,187,,Active,,,http://www.redfin.com/TX/Dallas/3408-Alabama-Ave-75216/home/30895176,NTREIS,14643017,N,Y,32.7026663,-96.8192108
MLS Listing,,Townhouse,1352 Fitts Pl,Dallas,TX,75215,620000,3,3.5,Southside Place Add 2,2465,1612,2018,29,252,125,Active,,,http://www.redfin.com/TX/Dallas/1352-Fitts-Pl-75215/home/143837859,NTREIS,14646082,N,Y,32.7688715,-96.7959307
MLS Listing,,Townhouse,4958 Jack Ct,Dallas,TX,75206,543900,2,2.5,Eko Park,2200,1220,2016,29,247,225,Active,,,http://www.redfin.com/TX/Dallas/4958-Jack-Ct-75206/home/113218256,NTREIS,14646090,N,Y,32.8074342,-96.7761473
MLS Listing,,Multi-Family (2-4 Unit),6818 Dolphin Cir,Rowlett,TX,75088,229000,2,2.5,Vue Du Lac,1146,3441,1985,29,200,55,Active,,,http://www.redfin.com/TX/Rowlett/6818-Dolphin-Cir-75088/home/32028315,NTREIS,14646500,N,Y,32.8829178,-96.5359761
MLS Listing,,Condo/Co-op,6017 E University Blvd #118,Dallas,TX,75206,179900,2,1,La Fontaine Condo,930,174153,1964,29,193,279,Active,,,http://www.redfin.com/TX/Dallas/6017-E-University-Blvd-75206/unit-118/home/30867740,NTREIS,14645009,N,Y,32.8466991,-96.7620762
MLS Listing,,Single Family Residential,3856 Dunhaven Rd,Dallas,TX,75220,1449500,5,4.5,North Davilla Drive Estates,4251,7841,2021,29,341,,Active,,,http://www.redfin.com/TX/Dallas/3856-Dunhaven-Rd-75220/home/30911531,NTREIS,14646177,N,Y,32.8712861,-96.8505741
MLS Listing,,Condo/Co-op,12480 Abrams Rd #226,Dallas,TX,75243,89900,1,1,Creekbend Condo,732,,1982,29,123,172,Active,,,http://www.redfin.com/TX/Dallas/12480-Abrams-Rd-75243/unit-226/home/31167943,NTREIS,14646321,N,Y,32.917527,-96.732674
MLS Listing,,Vacant Land,3319 S Haskell Ave,Dallas,TX,75223,60000,0,,Burkleys,,3615,,29,,,Active,,,http://www.redfin.com/TX/Dallas/3319-S-Haskell-Ave-75223/home/30817758,NTREIS,14646279,N,Y,32.7827195,-96.7385348
MLS Listing,,Single Family Residential,3323 S Haskell Ave,Dallas,TX,75223,185000,3,1,Burkleys,960,3572,1922,29,193,,Active,,,http://www.redfin.com/TX/Dallas/3323-S-Haskell-Ave-75223/home/30817759,NTREIS,14646261,N,Y,32.7827136,-96.7385065
MLS Listing,,Condo/Co-op,9520 Royal Ln #117,Dallas,TX,75243,79900,1,1,Royal Lane Highlands Condos,524,53317,1983,29,152,231,Active,,,http://www.redfin.com/TX/Dallas/9520-Royal-Ln-75231/unit-117/home/31183569,NTREIS,14645701,N,Y,32.8921504,-96.7387833
MLS Listing,,Multi-Family (2-4 Unit),1011 Grandview Ave,Dallas,TX,75223,510000,3,2.5,Mount Auburn,2136,7231,2020,29,239,,Active,,,http://www.redfin.com/TX/Dallas/1011-Grandview-Ave-75223/home/170591587,NTREIS,14646030,N,Y,32.7969071,-96.7466613
MLS Listing,,Multi-Family (2-4 Unit),7258 Pineberry Rd,Dallas,TX,75249,150000,2,2,Woods,1136,3311,1981,29,132,,Active,,,http://www.redfin.com/TX/Dallas/7258-Pineberry-Rd-75249/home/31115988,NTREIS,14645901,N,Y,32.6350452,-96.9474434
MLS Listing,,Single Family Residential,1435 Kings Hwy,Dallas,TX,75208,598000,3,3,Oak Cliff Annex,1588,7492,1921,30,377,,Active,,,http://www.redfin.com/TX/Dallas/1435-Kings-Hwy-75208/home/30831202,NTREIS,14626927,N,Y,32.7537935,-96.8445431
MLS Listing,,Single Family Residential,3723 S Versailles Ave,Dallas,TX,75209,1755000,4,3.5,Lafoy Place,3588,7710,2005,30,489,,Active,,,http://www.redfin.com/TX/Dallas/3723-S-Versailles-Ave-75209/home/30815773,NTREIS,14625155,N,Y,32.8298671,-96.8212944
MLS Listing,,Single Family Residential,518 Goodwin Dr,Richardson,TX,75081,439900,4,3,Richland Park Sec 03,2614,9365,1975,30,168,,Active,,,http://www.redfin.com/TX/Richardson/518-Goodwin-Dr-75081/home/31974729,NTREIS,14645049,N,Y,32.9266257,-96.7261942
MLS Listing,,Vacant Land,3002 Rochester St,Dallas,TX,75215,40000,0,,Bonton ROCHESTER WOODVILLE,,4312,,30,,,Active,,,http://www.redfin.com/TX/Dallas/3002-Rochester-St-75215/home/30969507,NTREIS,14645969,N,Y,32.7399739,-96.7479061
MLS Listing,,Multi-Family (2-4 Unit),4300 Roseland Ave,Dallas,TX,75204,550000,4,2,Ross Ave,1910,7492,1950,30,288,,Active,,,http://www.redfin.com/TX/Dallas/4300-Roseland-Ave-75204/home/30792281,NTREIS,14645965,N,Y,32.8020354,-96.7827214
MLS Listing,,Single Family Residential,4014 Kerr Cir,Farmers Branch,TX,75244,376000,3,2,Crestpark Club Estates,2107,10019,1971,30,178,,Active,,,http://www.redfin.com/TX/Dallas/4014-Kerr-Cir-75244/home/31334782,NTREIS,14645887,N,Y,32.9236924,-96.8468046
MLS Listing,,Single Family Residential,5349 Willis Ave,Dallas,TX,75206,1350000,4,4,VICKERY PLACE,3917,7841,2021,30,345,,Active,,,http://www.redfin.com/TX/Dallas/5349-Willis-Ave-75206/home/30807336,NTREIS,14645242,N,Y,32.8204707,-96.7777743
MLS Listing,,Single Family Residential,3851 Durango Dr,Dallas,TX,75220,1249500,4,4.5,Ridgecrest Village,3698,8276,2021,30,338,,Active,,,http://www.redfin.com/TX/Dallas/3851-Durango-Dr-75220/home/30911520,NTREIS,14645921,N,Y,32.8674144,-96.8508254
MLS Listing,,Townhouse,7030 Fair Oaks Ave #104,Dallas,TX,75231,89000,2,2.5,Fair Oaks Condo 7030,979,2178,1980,30,91,250,Active,,,http://www.redfin.com/TX/Dallas/7030-Fair-Oaks-Ave-75231/unit-104/home/30858530,NTREIS,14633450,N,Y,32.8718861,-96.7589533
MLS Listing,,Single Family Residential,7223 E Mockingbird Ln,Dallas,TX,75214,449000,3,2,Mockingbird Meadows,1467,7797,1953,30,306,,Active,,,http://www.redfin.com/TX/Dallas/7223-E-Mockingbird-Ln-75214/home/30823298,NTREIS,14645872,N,Y,32.8474729,-96.7359561
MLS Listing,,Condo/Co-op,1200 Main St #1407,Dallas,TX,75202,259000,1,1,Metropolitan 1200 Main St Condo,880,44997,1974,30,294,488,Active,September-11-2021 01:00 PM,September-11-2021 03:00 PM,http://www.redfin.com/TX/Dallas/1200-Main-St-75202/unit-1407/home/30776268,NTREIS,14641644,N,Y,32.7799765,-96.8015502
MLS Listing,,Single Family Residential,8919 Forest Hills Blvd,Dallas,TX,75218,395000,2,1,Shamrock Shores 02,774,7492,1946,30,510,,Active,,,http://www.redfin.com/TX/Dallas/8919-Forest-Hills-Blvd-75218/home/30860989,NTREIS,14645740,N,Y,32.8245643,-96.7084093
MLS Listing,,Condo/Co-op,9807 Walnut St Unit D208,Dallas,TX,75243,81990,1,1,Richland Condo Ph I-Xi,683,383938,1981,30,120,195,Active,,,http://www.redfin.com/TX/Dallas/9807-Walnut-St-75243/unit-D208/home/84670422,NTREIS,14644161,N,Y,32.9229926,-96.7178669
MLS Listing,,Single Family Residential,6245 E Lovers Ln,Dallas,TX,75214,479000,3,2,North Hill Estates,1721,8712,1958,30,278,,Active,,,http://www.redfin.com/TX/Dallas/6245-E-Lovers-Ln-75214/home/30868705,NTREIS,14638499,N,Y,32.8512146,-96.7556305
MLS Listing,,Condo/Co-op,2415 Stutz Dr Unit F,Dallas,TX,75235,350000,2,2.5,Inwood Commons Condos,1274,17511,2005,30,275,273,Active,,,http://www.redfin.com/TX/Dallas/2415-Stutz-Dr-75235/unit-F/home/30764586,NTREIS,14645633,N,Y,32.8224803,-96.8393502
MLS Listing,,Single Family Residential,11932 Audelia Rd,Dallas,TX,75243,750000,3,4,NA,2304,111644,1951,30,326,,Active,,,http://www.redfin.com/TX/Dallas/11932-Audelia-Rd-75243/home/31102004,NTREIS,14643335,N,Y,32.9123859,-96.7175624
MLS Listing,,Vacant Land,1535 Walmsley,Dallas,TX,75208,4370000,0,,,,145055,,30,,,Active,,,http://www.redfin.com/TX/Dallas/1535-Walmsley-Ave-75208/home/30838851,NTREIS,14645482,N,Y,32.769831,-96.845749
MLS Listing,,Multi-Family (2-4 Unit),6922 Victoria,Dallas,TX,75209,345000,2,2,WEBSTER & WOOD NORTHPARK,1020,6098,1940,30,338,,Active,,,http://www.redfin.com/TX/Dallas/6922-Victoria-Ave-75209/home/176057543,NTREIS,14634988,N,Y,32.8429733,-96.8309515
MLS Listing,,Condo/Co-op,9601 Forest Ln #1422,Dallas,TX,75243,140000,2,2,Forestwood On Creek Condos,1137,169448,1983,30,123,294,Active,,,http://www.redfin.com/TX/Dallas/9601-Forest-Ln-75243/unit-1422/home/31169372,NTREIS,14642897,N,Y,32.9103198,-96.7278664
MLS Listing,,Vacant Land,3627 Bickers St,Dallas,TX,75212,91000,0,,Homeland Estates,,5968,,30,,,Active,,,http://www.redfin.com/TX/Dallas/3627-Bickers-St-75212/home/30980216,NTREIS,14645078,N,Y,32.785613,-96.8799693
MLS Listing,,Townhouse,9473 Timberleaf,Dallas,TX,75243,395000,3,2.5,AMERADA APTS 2,2015,2962,2021,30,196,140,Active,,,http://www.redfin.com/TX/Dallas/9473-Timberleaf-Dr-75243/home/31071303,NTREIS,14645291,N,Y,32.906763,-96.733685
MLS Listing,,Single Family Residential,3144 Whirlaway Rd,Dallas,TX,75229,485000,4,2.5,Chapel Downs 3rd Sec,2282,10019,1962,30,213,,Active,,,http://www.redfin.com/TX/Dallas/3144-Whirlaway-Rd-75229/home/30930192,NTREIS,14641864,N,Y,32.8816592,-96.8700528
MLS Listing,,Condo/Co-op,3701 Turtle Creek Blvd Unit 5C,Dallas,TX,75219,250000,1,1,Turtle Crk North Condo,832,58414,1962,30,300,873,Active,,,http://www.redfin.com/TX/Dallas/3701-Turtle-Creek-Blvd-75219/unit-5C/home/30795165,NTREIS,14641993,N,Y,32.8130094,-96.8018222
MLS Listing,,Single Family Residential,10421 Countess Dr,Dallas,TX,75229,515000,3,2.5,Sparkman Club Estates,2444,10977,1961,30,211,,Active,,,http://www.redfin.com/TX/Dallas/10421-Countess-Dr-75229/home/30930578,NTREIS,14643242,N,Y,32.8882747,-96.8641248
MLS Listing,,Single Family Residential,8614 San Leandro Dr,Dallas,TX,75218,600000,2,2,Lakeland Terrace,1951,10237,1945,30,308,,Active,,,http://www.redfin.com/TX/Dallas/8614-San-Leandro-Dr-75218/home/30860501,NTREIS,14641870,N,Y,32.8170867,-96.7063198
MLS Listing,,Townhouse,2837 Lee St,Dallas,TX,75206,799000,2,2.5,Alcott Fitzhugh Heights,2462,3572,2015,31,325,,Active,,,http://www.redfin.com/TX/Dallas/2837-Lee-St-75206/home/30809072,NTREIS,14632482,N,Y,32.8163703,-96.7871932
MLS Listing,,Condo/Co-op,11655 Audelia Rd #1006,Dallas,TX,75243,114995,1,1.5,One Orleans Place Condos Ph 01 & 03,999,214315,1982,31,115,336,Active,,,http://www.redfin.com/TX/Dallas/11655-Audelia-Rd-75243/unit-1006/home/31179081,NTREIS,14636194,N,Y,32.907794,-96.718742
MLS Listing,,Single Family Residential,12839 Pennystone Dr,Farmers Branch,TX,75244,405000,4,2,Country Club Estates,1939,14288,1965,31,209,,Active,,,http://www.redfin.com/TX/Farmers-Branch/12839-Pennystone-Dr-75244/home/31333682,NTREIS,14627895,N,Y,32.9212846,-96.8555584
MLS Listing,,Townhouse,2727 Shelby Ave Unit W,Dallas,TX,75219,290000,2,1.5,Shelby Condo 2727,962,38420,1980,31,301,200,Active,,,http://www.redfin.com/TX/Dallas/2727-Shelby-Ave-75219/unit-W/home/30797078,NTREIS,14645045,N,Y,32.8074832,-96.8126743
MLS Listing,,Single Family Residential,6124 Saratoga Cir,Dallas,TX,75214,679000,3,2,Caruth Terrace,1631,10019,1958,31,416,,Active,,,http://www.redfin.com/TX/Dallas/6124-Saratoga-Cir-75214/home/30822625,NTREIS,14644621,N,Y,32.84081,-96.7602939
MLS Listing,,Multi-Family (2-4 Unit),3708 Fairfax Ave,Dallas,TX,75209,889000,3,3.5,Lafoy Place 02,3414,4356,2007,31,260,,Active,,,http://www.redfin.com/TX/Dallas/3708-Fairfax-Ave-75209/home/30815816,NTREIS,14644957,N,Y,32.8312197,-96.8235778
MLS Listing,,Single Family Residential,2127 Blake Ave,Dallas,TX,75228,299000,3,2,San Juan Heights Add,1302,16509,1955,31,230,,Active,,,http://www.redfin.com/TX/Dallas/2127-Blake-Ave-75228/home/31014724,NTREIS,14641946,N,Y,32.8287684,-96.6822947
MLS Listing,,Condo/Co-op,8555 Fair Oaks Xing #505,Dallas,TX,75243,139000,2,2.5,Woodlands On The Creek 02,1178,324086,1982,31,118,454,Active,,,http://www.redfin.com/TX/Dallas/8555-Fair-Oaks-Xing-75243/unit-505/home/31193290,NTREIS,14643685,N,Y,32.8967916,-96.7284581
MLS Listing,,Single Family Residential,2215 Volga Ave,Dallas,TX,75216,265000,3,2,Easterview,1436,6534,1950,32,185,,Active,,,http://www.redfin.com/TX/Dallas/2215-Volga-Ave-75216/home/30887056,NTREIS,14644859,N,Y,32.704181,-96.7912939
MLS Listing,,Condo/Co-op,4221 Cole Ave #304,Dallas,TX,75205,238000,2,2,Cole Ave Condo 4221,1030,17990,1983,32,231,328,Active,,,http://www.redfin.com/TX/Dallas/4221-Cole-Ave-75205/unit-304/home/31166710,NTREIS,14644817,N,Y,32.8173154,-96.7923763
MLS Listing,,Townhouse,1024 Emerson Park Ln,Irving,TX,75063,450000,2,2.5,Hemingway Court,2359,2962,2006,32,191,194,Active,,,http://www.redfin.com/TX/Irving/1024-Emerson-Park-Ln-75063/home/30768069,NTREIS,14644636,N,Y,32.948652,-96.960606
MLS Listing,,Townhouse,3633 Reagan St,Dallas,TX,75219,689900,3,2.5,Holland-Reagan Add 2 Bl 1567,2650,2004,2000,32,260,,Active,,,http://www.redfin.com/TX/Dallas/3633-Reagan-St-75219/home/32194905,NTREIS,14643160,N,Y,32.8141283,-96.8053611
MLS Listing,,Condo/Co-op,3130 N Harwood St #802,Dallas,TX,75201,1350000,2,2.5,Bleu Ciel,1527,81457,2018,32,884,1250,Active,,,http://www.redfin.com/TX/Dallas/3130-N-Harwood-St-75201/unit-802/home/169392359,NTREIS,14623553,N,Y,32.7970118,-96.8112353
MLS Listing,,Condo/Co-op,2619 McKinney #407,Dallas,TX,75204,274900,1,1,One Uptown Master Condo,584,36590,2018,32,471,415,Active,,,http://www.redfin.com/TX/Dallas/2619-McKinney-Ave-75204/unit-407/home/176035997,NTREIS,14644726,N,Y,32.7969865,-96.8020285
MLS Listing,,Single Family Residential,514 Peavy Rd,Dallas,TX,75218,635000,3,2,Lake Highlands Estates,1813,9757,1956,32,350,,Active,,,http://www.redfin.com/TX/Dallas/514-Peavy-Rd-75218/home/30908459,NTREIS,14644706,N,Y,32.8514983,-96.7140933
MLS Listing,,Vacant Land,1221 Coleman Ave,Dallas,TX,75215,85000,0,,Browns Colonial Hill Add,,7492,,32,,,Active,,,http://www.redfin.com/TX/Dallas/1221-Coleman-Ave-75215/home/172067018,NTREIS,14644704,N,Y,32.756721,-96.778022
MLS Listing,,Vacant Land,9239 Greenville Ave,Dallas,TX,75243,950000,0,,NA,,37070,,32,,,Active,,,http://www.redfin.com/TX/Dallas/9239-Greenville-Ave-75243/home/176034972,NTREIS,14644708,N,Y,32.902128,-96.750193
MLS Listing,,Townhouse,4225 Mckinney Ave #15,Dallas,TX,75205,470000,2,2.5,Cambridge Court Condos,1806,28488,2003,32,260,293,Active,,,http://www.redfin.com/TX/Dallas/4225-McKinney-Ave-75205/unit-15/home/30745513,NTREIS,14644663,N,Y,32.8173806,-96.7908534
MLS Listing,,Vacant Land,4224 Scyene,Dallas,TX,75210,45500,0,,Sunnyside Rev,,,,32,,,Active,,,http://www.redfin.com/TX/Dallas/4224-Scyene-Rd-75210/home/30804836,NTREIS,14644682,N,Y,32.766955,-96.747587
MLS Listing,,Single Family Residential,3035 Townsend Dr,Dallas,TX,75229,359900,3,2,Royalhaven Add,1568,8451,1959,32,230,,Active,,,http://www.redfin.com/TX/Dallas/3035-Townsend-Dr-75229/home/30935273,NTREIS,14641096,N,Y,32.8989269,-96.8765015
MLS Listing,,Single Family Residential,10207 Carry Back Cir,Dallas,TX,75229,580000,4,2.5,Chapel Downs Sec 05,2818,13024,1965,33,206,,Active,,,http://www.redfin.com/TX/Dallas/10207-Carry-Back-Cir-75229/home/30933026,NTREIS,14644598,N,Y,32.8852309,-96.873656
MLS Listing,,Single Family Residential,2 Sunset Trl,Heath,TX,75032,675000,6,4.5,Shepherds Glen,4022,14985,1980,33,168,17,Active,,,http://www.redfin.com/TX/Heath/2-Sunset-Trl-75032/home/33921790,NTREIS,14626745,N,Y,32.86704,-96.4793054
MLS Listing,,Condo/Co-op,7340 Skillman St #802,Dallas,TX,75231,139000,2,2,Oaks On The Bend Condos Ph 01-04,848,275865,1983,33,164,320,Active,,,http://www.redfin.com/TX/Dallas/7340-Skillman-St-75231/unit-802/home/31177539,NTREIS,14641433,N,Y,32.8824374,-96.7340845
MLS Listing,,Condo/Co-op,11310 Park Central Pl Unit C,Dallas,TX,75230,165000,3,2,Park Central Condo,1275,406676,1961,33,129,560,Active,,,http://www.redfin.com/TX/Dallas/11310-Park-Central-Pl-75230/unit-C/home/30989444,NTREIS,14644529,N,Y,32.9035109,-96.7710305
MLS Listing,,Condo/Co-op,7340 Skillman St #204,Dallas,TX,75231,164900,2,1,Oaks On The Bend Condos Ph 01-04,855,275865,1982,33,193,409,Active,,,http://www.redfin.com/TX/Dallas/7340-Skillman-St-75231/unit-204/home/31177693,NTREIS,14644495,N,Y,32.8824374,-96.7340845
MLS Listing,,Single Family Residential,3628 Dahlia Dr,Grand Prairie,TX,75052,399000,3,2,Country Club Park 04 Ph 01,2696,10498,1985,33,148,,Active,,,http://www.redfin.com/TX/Grand-Prairie/3628-Dahlia-Dr-75052/home/31525453,NTREIS,14644215,N,Y,32.6863455,-96.9867708
MLS Listing,,Single Family Residential,3711 Hawick Ln,Dallas,TX,75220,445000,3,3,Hilltop Homes,1484,7449,1952,33,300,,Active,,,http://www.redfin.com/TX/Dallas/3711-Hawick-Ln-75220/home/30856084,NTREIS,14643983,N,Y,32.8637423,-96.8554327
